day	hour	min	second	price	volume
1	9	30	2	41.64	3441
1	9	30	2	41.64	3441
1	9	30	12	41.43	100
1	9	30	16	41.82	100
1	9	30	16	41.83	100
1	9	30	16	41.85	100
1	9	30	16	41.88	100
1	9	30	16	41.88	100
1	9	30	16	41.88	100
1	9	30	16	41.9	699
1	9	30	16	42	200
1	9	30	16	42	315
1	9	30	16	41.9	102
1	9	30	16	41.87	100
1	9	30	17	41.85	100
1	9	30	17	42	800
1	9	30	17	41.85	100
1	9	30	27	41.57	100
1	9	30	27	41.44	100
1	9	30	34	41.45	87100
1	9	30	34	41.44	100
1	9	30	34	41.49	100
1	9	30	34	41.44	100
1	9	30	34	41.59	100
1	9	30	34	41.77	100
1	9	30	34	41.77	100
1	9	30	34	41.44	100
1	9	30	34	41.61	100
1	9	30	34	41.61	200
1	9	30	34	41.61	100
1	9	30	34	41.61	100
1	9	30	34	41.58	100
1	9	30	34	41.46	100
1	9	30	34	41.64	300
1	9	30	34	41.45	100
1	9	30	34	41.44	100
1	9	30	35	41.46	100
1	9	30	35	41.46	300
1	9	30	36	41.44	100
1	9	30	36	41.45	200
1	9	30	36	41.45	100
1	9	30	37	41.44	4600
1	9	30	37	41.42	100
1	9	30	41	41.408	300
1	9	30	42	41.4	500
1	9	30	42	41.4	498
1	9	30	42	41.36	100
1	9	30	42	41.36	100
1	9	30	42	41.45	100
1	9	30	42	41.45	500
1	9	30	42	41.45	200
1	9	30	42	41.45	400
1	9	30	42	41.45	296
1	9	30	42	41.45	300
1	9	30	43	41.45	161
1	9	30	43	41.45	175
1	9	30	43	41.48	100
1	9	30	43	41.45	200
1	9	30	43	41.48	847
1	9	30	43	41.45	200
1	9	30	43	41.44	100
1	9	30	43	41.44	326
1	9	30	43	41.44	100
1	9	30	45	41.41	200
1	9	30	45	41.41	100
1	9	30	45	41.47	100
1	9	30	45	41.47	100
1	9	30	45	41.49	200
1	9	30	45	41.49	100
1	9	30	45	41.41	100
1	9	30	45	41.46	100
1	9	30	45	41.48	100
1	9	30	45	41.48	200
1	9	30	45	41.48	100
1	9	30	45	41.47	100
1	9	30	45	41.47	100
1	9	30	45	41.46	100
1	9	30	45	41.43	100
1	9	30	45	41.46	100
1	9	30	45	41.47	200
1	9	30	45	41.36	100
1	9	30	45	41.35	200
1	9	30	45	41.35	250
1	9	30	46	41.33	100
1	9	30	46	41.31	800
1	9	30	46	41.3	100
1	9	30	47	41.23	100
1	9	30	47	41.23	100
1	9	30	47	41.23	100
1	9	30	47	41.23	200
1	9	30	47	41.33	100
1	9	30	47	41.38	100
1	9	30	48	41.44	100
1	9	30	48	41.23	100
1	9	30	48	41.44	100
1	9	30	48	41.23	100
1	9	30	48	41.23	100
1	9	30	48	41.45	200
1	9	30	48	41.23	100
1	9	30	48	41.22	100
1	9	30	48	41.22	100
1	9	30	48	41.47	100
1	9	30	48	41.23	100
1	9	30	48	41.22	100
1	9	30	48	41.22	100
1	9	30	48	41.23	100
1	9	30	48	41.23	200
1	9	30	48	41.22	200
1	9	30	49	41.21	100
1	9	30	49	41.2	100
1	9	30	49	41.18	200
1	9	30	50	41.33	200
1	9	30	50	41.33	100
1	9	30	50	41.18	1500
1	9	30	50	41.25	400
1	9	30	50	41.25	100
1	9	30	50	41.17	100
1	9	30	50	41.17	100
1	9	30	50	41.21	400
1	9	30	50	41.17	100
1	9	30	50	41.255	100
1	9	30	50	41.25	300
1	9	30	50	41.25	100
1	9	30	50	41.17	200
1	9	30	50	41.17	200
1	9	30	50	41.215	300
1	9	30	50	41.13	100
1	9	30	50	41.215	200
1	9	30	50	41.215	200
1	9	30	50	41.17	100
1	9	30	50	41.195	200
1	9	30	51	41.13	100
1	9	30	51	41.195	149
1	9	30	51	41.19	200
1	9	30	51	41.12	100
1	9	30	51	41.19	251
1	9	30	51	41.12	100
1	9	30	51	41.19	400
1	9	30	52	41.18	100
1	9	30	52	41.15	400
1	9	30	52	41.12	100
1	9	30	52	41.26	100
1	9	30	52	41.26	100
1	9	30	52	41.11	200
1	9	30	52	41.11	100
1	9	30	52	41.145	400
1	9	30	52	41.11	100
1	9	30	52	41.11	300
1	9	30	52	41.11	700
1	9	30	52	41.135	100
1	9	30	52	41.17	100
1	9	30	52	41.135	300
1	9	30	52	41.1	500
1	9	30	53	41.06	300
1	9	30	53	41.13	100
1	9	30	53	41.05	200
1	9	30	53	41.09	100
1	9	30	53	41.05	400
1	9	30	54	41.11	100
1	9	30	57	41.2	100
1	9	30	57	41.19	100
1	9	30	57	41.0588	100
1	9	30	57	41.19	100
1	9	30	57	41.0588	100
1	9	30	57	41.21	100
1	9	30	57	41.21	400
1	9	30	57	41.19	100
1	9	30	57	41.19	100
1	9	30	58	41.0874	200
1	9	30	58	41.44	250
1	9	30	58	41.27	400
1	9	30	58	41.27	100
1	9	30	58	41.27	100
1	9	30	58	41.29	100
1	9	30	58	41.29	100
1	9	30	59	41.3	100
1	9	30	59	41.3	200
1	9	31	0	41.23	100
1	9	31	0	41.23	100
1	9	31	0	41.33	100
1	9	31	0	41.33	100
1	9	31	0	41.38	200
1	9	31	1	41.32	100
1	9	31	1	41.33	100
1	9	31	1	41.33	100
1	9	31	1	41.26	100
1	9	31	1	41.35	100
1	9	31	1	41.37	100
1	9	31	2	41.36	100
1	9	31	2	41.34	200
1	9	31	2	41.36	100
1	9	31	2	41.34	200
1	9	31	2	41.43	100
1	9	31	2	41.42	100
1	9	31	2	41.44	100
1	9	31	2	41.44	100
1	9	31	2	41.47	100
1	9	31	2	41.52	100
1	9	31	2	41.45	100
1	9	31	2	41.45	400
1	9	31	2	41.45	500
1	9	31	2	41.46	200
1	9	31	2	41.47	100
1	9	31	2	41.47	100
1	9	31	2	41.51	100
1	9	31	2	41.46	100
1	9	31	2	41.46	100
1	9	31	2	41.47	100
1	9	31	2	41.46	200
1	9	31	2	41.46	200
1	9	31	2	41.46	100
1	9	31	2	41.46	100
1	9	31	2	41.46	100
1	9	31	2	41.46	100
1	9	31	2	41.46	200
1	9	31	3	41.47	100
1	9	31	3	41.52	200
1	9	31	3	41.52	200
1	9	31	3	41.52	100
1	9	31	4	41.49	100
1	9	31	4	41.49	200
1	9	31	5	41.52	100
1	9	31	5	41.49	100
1	9	31	5	41.429	100
1	9	31	6	41.47	300
1	9	31	7	41.4301	600
1	9	31	8	41.49	100
1	9	31	8	41.44	100
1	9	31	12	41.44	100
1	9	31	12	41.45	300
1	9	31	14	41.46	100
1	9	31	14	41.47	100
1	9	31	14	41.49	100
1	9	31	14	41.5	100
1	9	31	15	41.47	100
1	9	31	15	41.47	100
1	9	31	15	41.46	100
1	9	31	16	41.45	100
1	9	31	16	41.44	100
1	9	31	16	41.47	100
1	9	31	16	41.47	100
1	9	31	16	41.45	100
1	9	31	18	41.5	200
1	9	31	19	41.5	300
1	9	31	21	41.5	500
1	9	31	24	41.47	200
1	9	31	24	41.47	100
1	9	31	24	41.4601	309
1	9	31	26	41.47	100
1	9	31	28	41.5	500
1	9	31	31	41.47	100
1	9	31	35	41.47	100
1	9	31	35	41.47	100
1	9	31	35	41.47	800
1	9	31	35	41.48	300
1	9	31	36	41.46	100
1	9	31	36	41.47	200
1	9	31	36	41.52	100
1	9	31	36	41.48	200
1	9	31	36	41.48	100
1	9	31	36	41.5	400
1	9	31	36	41.51	100
1	9	31	37	41.46	100
1	9	31	38	41.47	100
1	9	31	38	41.47	100
1	9	31	38	41.47	100
1	9	31	38	41.47	100
1	9	31	38	41.46	100
1	9	31	39	41.47	200
1	9	31	39	41.48	100
1	9	31	41	41.45	100
1	9	31	41	41.42	100
1	9	31	41	41.42	200
1	9	31	42	41.43	200
1	9	31	42	41.41	100
1	9	31	42	41.45	100
1	9	31	42	41.47	100
1	9	31	43	41.46	100
1	9	31	43	41.48	100
1	9	31	43	41.48	200
1	9	31	43	41.48	100
1	9	31	43	41.46	100
1	9	31	43	41.45	100
1	9	31	43	41.45	100
1	9	31	43	41.49	100
1	9	31	43	41.45	400
1	9	31	43	41.48	100
1	9	31	43	41.4301	1000
1	9	31	48	41.49	100
1	9	31	48	41.46	100
1	9	31	49	41.44	100
1	9	31	49	41.43	100
1	9	31	49	41.43	100
1	9	31	49	41.43	100
1	9	31	49	41.4201	100
1	9	31	49	41.41	100
1	9	31	50	41.41	100
1	9	31	50	41.4	300
1	9	31	51	41.46	100
1	9	31	52	41.39	200
1	9	31	52	41.392	100
1	9	31	52	41.392	100
1	9	31	56	41.4388	100
1	9	31	56	41.44	100
1	9	31	56	41.4	100
1	9	31	56	41.41	100
1	9	31	57	41.41	100
1	9	31	57	41.45	100
1	9	31	59	41.46	100
1	9	32	0	41.49	100
1	9	32	0	41.5	300
1	9	32	0	41.5	100
1	9	32	0	41.49	100
1	9	32	0	41.5	400
1	9	32	0	41.47	100
1	9	32	0	41.5	100
1	9	32	0	41.47	100
1	9	32	1	41.49	100
1	9	32	3	41.5	200
1	9	32	3	41.5	100
1	9	32	4	41.54	100
1	9	32	4	41.48	100
1	9	32	4	41.5	100
1	9	32	4	41.48	400
1	9	32	4	41.53	100
1	9	32	5	41.5	100
1	9	32	5	41.53	100
1	9	32	5	41.5	100
1	9	32	6	41.5	100
1	9	32	6	41.5	200
1	9	32	6	41.5	200
1	9	32	6	41.5	100
1	9	32	6	41.534	100
1	9	32	6	41.5	100
1	9	32	8	41.47	100
1	9	32	9	41.47	100
1	9	32	9	41.46	100
1	9	32	9	41.46	100
1	9	32	9	41.45	100
1	9	32	9	41.42	100
1	9	32	9	41.47	200
1	9	32	9	41.45	2600
1	9	32	9	41.45	100
1	9	32	9	41.45	100
1	9	32	9	41.4	100
1	9	32	9	41.44	100
1	9	32	9	41.4	100
1	9	32	9	41.45	100
1	9	32	9	41.4	100
1	9	32	10	41.44	100
1	9	32	11	41.4	500
1	9	32	11	41.44	100
1	9	32	11	41.45	100
1	9	32	11	41.45	100
1	9	32	11	41.45	100
1	9	32	12	41.41	100
1	9	32	12	41.42	100
1	9	32	13	41.4	100
1	9	32	14	41.42	100
1	9	32	14	41.45	100
1	9	32	15	41.4	100
1	9	32	15	41.44	100
1	9	32	15	41.4	100
