day	hour	min	second	price	volume
2	9	30	0	40.54	2136
2	9	30	0	40.54	2136
2	9	30	24	40.34	150
2	9	30	35	40.28	100
2	9	30	49	40.6	100
2	9	30	49	40.31	68800
2	9	30	49	40.31	1000
2	9	30	49	40.31	700
2	9	30	49	40.31	130
2	9	30	49	40.31	350
2	9	30	49	40.31	250
2	9	30	49	40.45	100
2	9	30	49	40.31	150
2	9	30	49	40.31	225
2	9	30	49	40.31	325
2	9	30	49	40.31	500
2	9	30	49	40.31	500
2	9	30	49	40.31	300
2	9	30	50	40.3	100
2	9	30	51	40.22	100
2	9	30	52	40.22	100
2	9	30	53	40.22	300
2	9	30	53	40.22	100
2	9	30	53	40.22	100
2	9	30	53	40.22	200
2	9	30	53	40.22	100
2	9	30	53	40.22	100
2	9	30	53	40.22	100
2	9	30	55	40.25	300
2	9	30	55	40.21	100
2	9	30	55	40.2	100
2	9	30	56	40.1	100
2	9	30	56	40.1	100
2	9	31	0	40.25	100
2	9	31	0	40.1	100
2	9	31	1	40.25	100
2	9	31	1	40.1	100
2	9	31	1	40.1	100
2	9	31	4	40.25	300
2	9	31	12	40.25	100
2	9	31	13	40.13	100
2	9	31	14	40.15	100
2	9	31	14	40.16	100
2	9	31	14	40.17	200
2	9	31	14	40.17	100
2	9	31	14	40.17	200
2	9	31	19	40.11	400
2	9	31	20	40.11	200
2	9	31	22	40.11	100
2	9	31	22	40.12	100
2	9	31	22	40.11	100
2	9	31	23	40.1	100
2	9	31	24	40.1	100
2	9	31	27	40.1	100
2	9	31	27	40.1	100
2	9	31	28	40.1	1700
2	9	31	29	40.1	100
2	9	31	29	40.1	100
2	9	31	29	40.1	300
2	9	31	31	40.13	200
2	9	31	31	40.11	100
2	9	31	31	40.11	100
2	9	31	31	40.11	100
2	9	31	31	40.11	100
2	9	31	31	40.13	100
2	9	31	31	40.11	100
2	9	31	31	40.13	100
2	9	31	31	40.13	100
2	9	31	31	40.13	100
2	9	31	31	40.13	100
2	9	31	31	40.14	600
2	9	31	31	40.26	200
2	9	31	31	40.26	900
2	9	31	31	40.13	100
2	9	31	33	40.12	100
2	9	31	44	40.22	200
2	9	31	44	40.22	100
2	9	31	44	40.22	100
2	9	31	44	40.22	100
2	9	31	44	40.22	100
2	9	31	44	40.22	100
2	9	31	48	40.19	100
2	9	31	49	40.2	100
2	9	31	52	40.2099	100
2	9	31	53	40.21	100
2	9	31	53	40.21	100
2	9	31	54	40.21	200
2	9	31	54	40.21	500
2	9	31	54	40.21	100
2	9	31	54	40.2099	1000
2	9	31	57	40.21	100
2	9	32	1	40.15	100
2	9	32	4	40.21	100
2	9	32	7	40.21	200
2	9	32	7	40.21	200
2	9	32	8	40.17	200
2	9	32	8	40.19	100
2	9	32	8	40.17	199
2	9	32	9	40.21	400
2	9	32	11	40.18	300
2	9	32	13	40.18	100
2	9	32	13	40.18	100
2	9	32	15	40.18	400
2	9	32	16	40.18	100
2	9	32	16	40.2	100
2	9	32	17	40.15	100
2	9	32	17	40.15	200
2	9	32	17	40.15	100
2	9	32	17	40.15	100
2	9	32	19	40.08	200
2	9	32	19	40.08	100
2	9	32	19	40.08	120
2	9	32	20	40.07	100
2	9	32	23	40.06	100
2	9	32	23	40.06	100
2	9	32	24	40.1	100
2	9	32	24	40.1	220
2	9	32	25	40.11	100
2	9	32	25	40.08	100
2	9	32	26	40.06	100
2	9	32	26	40.06	179
2	9	32	26	40.06	100
2	9	32	26	40.06	100
2	9	32	26	40.06	100
2	9	32	26	40.06	400
2	9	32	37	40.1	100
2	9	32	37	40.1	100
2	9	32	39	40.11	200
2	9	32	42	40.11	100
2	9	32	42	40.11	100
2	9	32	42	40.11	100
2	9	32	42	40.11	200
2	9	32	42	40.11	100
2	9	32	42	40.11	200
2	9	32	42	40.11	600
2	9	32	42	40.11	200
2	9	32	42	40.11	100
2	9	32	42	40.11	2600
2	9	32	42	40.11	200
2	9	32	42	40.11	200
2	9	32	42	40.11	200
2	9	32	43	40.11	400
2	9	32	43	40.11	100
2	9	32	45	40.13	100
2	9	32	46	40.16	100
2	9	32	47	40.14	100
2	9	32	47	40.14	100
2	9	32	47	40.14	100
2	9	32	47	40.14	159
2	9	32	47	40.14	159
2	9	32	47	40.14	100
2	9	32	47	40.15	100
2	9	32	47	40.14	100
2	9	32	48	40.14	100
2	9	32	49	40.14	199
2	9	32	49	40.14	100
2	9	32	49	40.16	100
2	9	32	50	40.17	100
2	9	32	50	40.139	199
2	9	32	50	40.139	100
2	9	32	50	40.18	100
2	9	32	50	40.158	101
2	9	32	50	40.21	100
2	9	32	50	40.21	200
2	9	32	51	40.21	100
2	9	32	51	40.21	100
2	9	32	51	40.23	100
2	9	32	51	40.156	900
2	9	32	51	40.21	200
2	9	32	52	40.21	200
2	9	32	52	40.21	100
2	9	32	52	40.21	200
2	9	32	52	40.21	199
2	9	32	53	40.22	100
2	9	32	53	40.22	100
2	9	32	55	40.26	100
2	9	32	56	40.25	100
2	9	32	58	40.26	100
2	9	32	58	40.26	100
2	9	32	59	40.25	200
2	9	33	1	40.21	100
2	9	33	1	40.21	100
2	9	33	2	40.256	100
2	9	33	2	40.24	100
2	9	33	2	40.24	100
2	9	33	2	40.24	100
2	9	33	2	40.25	100
2	9	33	2	40.25	100
2	9	33	2	40.25	100
2	9	33	2	40.24	100
2	9	33	2	40.24	200
2	9	33	2	40.24	200
2	9	33	2	40.25	100
2	9	33	3	40.22	100
2	9	33	3	40.22	100
2	9	33	3	40.22	101
2	9	33	3	40.21	200
2	9	33	4	40.12	100
2	9	33	4	40.11	100
2	9	33	4	40.11	200
2	9	33	4	40.2	100
2	9	33	4	40.2	100
2	9	33	4	40.09	100
2	9	33	4	40.19	200
2	9	33	4	40.13	100
2	9	33	5	40.09	100
2	9	33	5	40.18	100
2	9	33	5	40.18	100
2	9	33	9	40.12	100
2	9	33	11	40.14	100
2	9	33	11	40.14	100
2	9	33	11	40.14	200
2	9	33	15	40.12	100
2	9	33	15	40.12	100
2	9	33	15	40.15	400
2	9	33	15	40.12	100
2	9	33	18	40.15	1200
2	9	33	18	40.15	100
2	9	33	18	40.15	100
2	9	33	18	40.16	100
2	9	33	18	40.18	200
2	9	33	18	40.21	400
2	9	33	19	40.14	100
2	9	33	21	40.138	200
2	9	33	22	40.13	100
2	9	33	23	40.18	100
2	9	33	23	40.18	100
2	9	33	23	40.18	100
2	9	33	23	40.18	200
2	9	33	23	40.2	200
2	9	33	23	40.21	100
2	9	33	24	40.13	100
2	9	33	25	40.13	300
2	9	33	26	40.15	100
2	9	33	27	40.14	100
2	9	33	30	40.15	100
2	9	33	30	40.16	100
2	9	33	31	40.14	100
2	9	33	31	40.18	100
2	9	33	31	40.16	200
2	9	33	32	40.17	100
2	9	33	32	40.18	100
2	9	33	32	40.17	100
2	9	33	32	40.17	100
2	9	33	33	40.18	100
2	9	33	33	40.17	100
2	9	33	36	40.16	200
2	9	33	37	40.16	200
2	9	33	38	40.16	100
2	9	33	39	40.1699	100
2	9	33	39	40.17	200
2	9	33	40	40.17	400
2	9	33	40	40.17	100
2	9	33	40	40.17	100
2	9	33	40	40.17	100
2	9	33	40	40.16	100
2	9	33	40	40.16	100
2	9	33	40	40.16	100
2	9	33	40	40.16	100
2	9	33	40	40.17	600
2	9	33	40	40.18	200
2	9	33	40	40.18	100
2	9	33	40	40.16	100
2	9	33	41	40.16	100
2	9	33	41	40.17	100
2	9	33	45	40.18	100
2	9	33	46	40.18	100
2	9	33	46	40.16	100
2	9	33	46	40.16	100
2	9	33	46	40.16	100
2	9	33	46	40.18	100
2	9	33	46	40.16	100
2	9	33	46	40.16	100
2	9	33	47	40.16	100
2	9	33	48	40.16	100
2	9	33	48	40.16	100
2	9	33	48	40.16	100
2	9	33	51	40.17	100
2	9	33	52	40.16	100
2	9	33	52	40.16	100
2	9	33	53	40.15	100
2	9	33	53	40.15	100
2	9	33	53	40.15	100
2	9	33	54	40.15	100
2	9	33	54	40.15	100
2	9	33	55	40.16	100
2	9	33	55	40.16	100
2	9	33	55	40.16	100
2	9	33	56	40.17	100
2	9	33	56	40.17	100
2	9	33	56	40.17	200
2	9	33	56	40.17	100
2	9	33	56	40.17	100
2	9	33	56	40.17	100
2	9	33	56	40.17	200
2	9	33	57	40.17	100
2	9	33	57	40.16	100
2	9	33	57	40.16	100
2	9	33	57	40.16	100
2	9	33	59	40.19	100
2	9	33	59	40.19	400
2	9	34	0	40.19	100
2	9	34	1	40.23	100
